MA0002.2	RUNX1
MA0764.2	ETV4
MA0765.2	ETV5
MA0766.2	GATA5
MA0767.1	GCM2
MA0768.1	LEF1
MA0769.2	TCF7
MA0770.1	HSF2
MA0771.1	HSF4
MA0772.1	IRF7
MA0773.1	MEF2D
MA0774.1	MEIS2
MA0775.1	MEIS3
MA0776.1	MYBL1
MA0777.1	MYBL2
MA0778.1	NFKB2
MA0779.1	PAX1
MA0780.1	PAX3
MA0781.1	PAX9
MA0782.2	PKNOX1
MA0783.1	PKNOX2
MA0784.1	POU1F1
MA0785.1	POU2F1
MA0786.1	POU3F1
MA0787.1	POU3F2
MA0788.1	POU3F3
MA0789.1	POU3F4
MA0790.1	POU4F1
MA0791.1	POU4F3
MA0792.1	POU5F1B
MA0793.1	POU6F2
MA0794.1	PROX1
MA0795.1	SMAD3
MA0796.1	TGIF1
MA0797.1	TGIF2
MA0798.2	RFX3
MA0799.1	RFX4
MA0800.1	EOMES
MA0801.1	MGA
MA0802.1	TBR1
MA0803.1	TBX15
MA0804.1	TBX19
MA0805.1	TBX1
MA0806.1	TBX4
MA0807.1	TBX5
MA0808.1	TEAD3
MA0809.2	TEAD4
MA0810.1	TFAP2A(var.2)
MA0811.1	TFAP2B
MA0812.1	TFAP2B(var.2)
MA0813.1	TFAP2B(var.3)
MA0814.2	TFAP2C(var.2)
MA0815.1	TFAP2C(var.3)
MA0816.1	Ascl2
MA0817.1	BHLHE23
MA0818.1	BHLHE22
MA0819.1	CLOCK
MA0820.1	FIGLA
MA0821.1	HES5
MA0822.1	HES7
MA0823.1	HEY1
MA0825.1	MNT
MA0826.1	OLIG1
MA0827.1	OLIG3
MA0828.1	SREBF2(var.2)
MA0829.2	SREBF1(var.2)
MA0830.2	TCF4
MA0831.2	TFE3
MA0832.1	Tcf21
MA0833.2	ATF4
MA0834.1	ATF7
MA0835.2	BATF3
MA0836.2	CEBPD
MA0837.1	CEBPE
MA0838.1	CEBPG
MA0839.1	CREB3L1
MA0840.1	Creb5
MA0841.1	NFE2
MA0842.2	NRL
MA0843.1	TEF
MA0844.1	XBP1
MA0845.1	FOXB1
MA0846.1	FOXC2
MA0847.2	FOXD2
MA0848.1	FOXO4
MA0849.1	FOXO6
MA0850.1	FOXP3
MA0851.1	Foxj3
MA0852.2	FOXK1
MA0853.1	Alx4
MA0854.1	Alx1
MA0855.1	RXRB
MA0856.1	RXRG
MA0857.1	Rarb
MA0858.1	Rarb(var.2)
MA0859.1	Rarg
MA0860.1	Rarg(var.2)
MA0861.1	TP73
MA0862.1	GMEB2
MA0863.1	MTF1
MA0864.2	E2F2
MA0865.1	E2F8
MA0866.1	SOX21
MA0867.2	SOX4
MA0868.2	SOX8
MA0869.1	Sox11
MA0870.1	Sox1
MA0871.2	TFEC
MA0872.1	TFAP2A(var.3)
MA0873.1	HOXD12
MA0874.1	Arx
MA0875.1	BARX1
MA0876.1	BSX
MA0877.2	BARHL1
MA0878.2	CDX1
MA0879.1	Dlx1
MA0880.1	Dlx3
MA0881.1	Dlx4
MA0882.1	DLX6
MA0883.1	Dmbx1
MA0884.1	DUXA
MA0885.1	Dlx2
MA0886.1	EMX2
MA0887.1	EVX1
MA0888.1	EVX2
MA0889.1	GBX1
MA0890.1	GBX2
MA0891.1	GSC2
MA0892.1	GSX1
MA0893.2	GSX2
MA0894.1	HESX1
MA0895.1	HMBOX1
MA0896.1	Hmx1
MA0897.1	Hmx2
MA0898.1	Hmx3
MA0899.1	HOXA10
MA0900.2	HOXA2
MA0901.2	HOXB13
MA0902.2	HOXB2
MA0903.1	HOXB3
MA0904.2	HOXB5
MA0905.1	HOXC10
MA0906.1	HOXC12
MA0907.1	HOXC13
MA0908.1	HOXD11
MA0909.2	HOXD13
MA0910.2	HOXD8
MA0911.1	Hoxa11
MA0912.2	HOXD3
MA0913.2	HOXD9
MA0914.1	ISL2
MA1099.2	HES1
MA1100.2	ASCL1
MA1101.2	BACH2
MA1102.2	CTCFL
MA1103.2	FOXK2
MA1104.2	GATA6
MA1105.2	GRHL2
MA1106.1	HIF1A
MA1107.2	KLF9
MA1108.2	MXI1
MA1109.1	NEUROD1
MA1110.1	NR1H4
MA1111.1	NR2F2
MA1112.2	NR4A1
MA1113.2	PBX2
MA1114.1	PBX3
MA1115.1	POU5F1
MA1116.1	RBPJ
MA1117.1	RELB
MA1118.1	SIX1
MA1119.1	SIX2
MA1120.1	SOX13
MA1121.1	TEAD2
MA1122.1	TFDP1
MA1123.2	TWIST1
MA1124.1	ZNF24
MA1125.1	ZNF384
MA1126.1	FOS::JUN(var.2)
MA1127.1	FOSB::JUN
MA1128.1	FOSL1::JUN
MA1129.1	FOSL1::JUN(var.2)
MA1130.1	FOSL2::JUN
MA1131.1	FOSL2::JUN(var.2)
MA1132.1	JUN::JUNB
MA1133.1	JUN::JUNB(var.2)
MA1134.1	FOS::JUNB
MA1135.1	FOSB::JUNB
MA1136.1	FOSB::JUNB(var.2)
MA1137.1	FOSL1::JUNB
MA1138.1	FOSL2::JUNB
MA1139.1	FOSL2::JUNB(var.2)
MA1140.2	JUNB(var.2)
MA1141.1	FOS::JUND
MA1142.1	FOSL1::JUND
MA1143.1	FOSL1::JUND(var.2)
MA1144.1	FOSL2::JUND
MA1145.1	FOSL2::JUND(var.2)
MA1146.1	NR1H4::RXRA
MA1147.1	NR4A2::RXRA
MA1148.1	PPARA::RXRA
MA1149.1	RARA::RXRG
MA1150.1	RORB
MA1151.1	RORC
MA1152.1	SOX15
MA1153.1	Smad4
MA1154.1	ZNF282
MA1155.1	ZSCAN4
MA1418.1	IRF3
MA1419.1	IRF4
MA1420.1	IRF5
MA1421.1	TCF7L1
MA1463.1	ARGFX
MA1464.1	ARNT2
MA1466.1	ATF6
MA1467.1	ATOH1(var.2)
MA1468.1	ATOH7
MA1470.1	BACH2(var.2)
MA1471.1	BARX2
MA1472.1	BHLHA15(var.2)
MA1473.1	CDX4
MA1474.1	CREB3L4
MA1475.1	CREB3L4(var.2)
MA1476.1	DLX5
MA1478.1	DMRTA2
MA1479.1	DMRTC2
MA1480.1	DPRX
MA1481.1	DRGX
MA1483.1	ELF2
MA1484.1	ETS2
MA1485.1	FERD3L
MA1487.1	FOXE1
MA1489.1	FOXN3
MA1491.1	GLI3
MA1493.1	HES6
MA1494.1	HNF4A(var.2)
MA1495.1	HOXA1
MA1496.1	HOXA4
MA1497.1	HOXA6
MA1498.1	HOXA7
MA1499.1	HOXB4
MA1500.1	HOXB6
MA1501.1	HOXB7
MA1502.1	HOXB8
MA1503.1	HOXB9
MA1504.1	HOXC4
MA1505.1	HOXC8
MA1506.1	HOXD10
MA1507.1	HOXD4
MA1508.1	IKZF1
MA1509.1	IRF6
MA1511.1	KLF10
MA1512.1	KLF11
MA1513.1	KLF15
MA1514.1	KLF17
MA1515.1	KLF2
MA1516.1	KLF3
MA1517.1	KLF6
MA1518.1	LHX1
MA1519.1	LHX5
MA1520.1	MAF
MA1521.1	MAFA
MA1522.1	MAZ
MA1523.1	MSANTD3
MA1524.1	MSGN1
MA1525.1	NFATC4
MA1527.1	NFIC(var.2)
MA1528.1	NFIX(var.2)
MA1529.1	NHLH2
MA1530.1	NKX6-3
MA1531.1	NR1D1
MA1532.1	NR1D2
MA1533.1	NR1I2
MA1534.1	NR1I3
MA1535.1	NR2C1
MA1536.1	NR2C2(var.2)
MA1537.1	NR2F1(var.2)
MA1538.1	NR2F1(var.3)
MA1539.1	NR2F6(var.3)
MA1540.1	NR5A1
MA1541.1	NR6A1
MA1542.1	OSR1
MA1544.1	OVOL1
MA1545.1	OVOL2
MA1546.1	PAX3(var.2)
MA1547.1	PITX2
MA1548.1	PLAGL2
MA1549.1	POU6F1(var.2)
MA1550.1	PPARD
MA1552.1	RARB(var.3)
MA1553.1	RARG(var.3)
MA1554.1	RFX7
MA1555.1	RXRB(var.2)
MA1556.1	RXRG(var.2)
MA1557.1	SMAD5
MA1558.1	SNAI1
MA1559.1	SNAI3
MA1560.1	SOHLH2
MA1561.1	SOX12
MA1562.1	SOX14
MA1563.1	SOX18
MA1564.1	SP9
MA1565.1	TBX18
MA1566.1	TBX3
MA1567.1	TBX6
MA1568.1	TCF21(var.2)
MA1569.1	TFAP2E
MA1570.1	TFAP4(var.2)
MA1571.1	TGIF2LX
MA1572.1	TGIF2LY
MA1573.1	THAP11
MA1574.1	THRB
MA1575.1	THRB(var.2)
MA1576.1	THRB(var.3)
MA1577.1	TLX2
MA1578.1	VEZF1
MA1579.1	ZBTB26
MA1580.1	ZBTB32
MA1581.1	ZBTB6
MA1583.1	ZFP57
MA1584.1	ZIC5
MA1585.1	ZKSCAN1
MA1587.1	ZNF135
MA1588.1	ZNF136
MA1589.1	ZNF140
MA1592.1	ZNF274
MA1593.1	ZNF317
MA1594.1	ZNF382
MA1596.1	ZNF460
MA1597.1	ZNF528
MA1599.1	ZNF682
MA1600.1	ZNF684
MA1601.1	ZNF75D
MA1602.1	ZSCAN29
MA1603.1	Dmrt1
MA1604.1	Ebf2
MA1606.1	Foxf1
MA1607.1	Foxl2
MA1608.1	Isl1
MA1615.1	Plagl1
MA1616.1	Prdm15
MA1618.1	Ptf1a
MA1619.1	Ptf1a(var.2)
MA1620.1	Ptf1a(var.3)
MA1621.1	Rbpjl
MA1622.1	Smad2::Smad3
MA1623.1	Stat2
MA1624.1	Stat5a
MA1625.1	Stat5b
MA1627.1	Wt1
MA1628.1	Zic1::Zic2
MA1629.1	Zic2
MA1630.1	Znf281
MA1631.1	ASCL1(var.2)
MA1632.1	ATF2
MA1633.1	BACH1
MA1634.1	BATF
MA1635.1	BHLHE22(var.2)
MA1636.1	CEBPG(var.2)
MA1637.1	EBF3
MA1638.1	HAND2
MA1639.1	MEIS1(var.2)
MA1640.1	MEIS2(var.2)
MA1641.1	MYF5
MA1642.1	NEUROG2(var.2)
MA1643.1	NFIB
MA1644.1	NFYC
MA1645.1	NKX2-2
MA1646.1	OSR2
MA1647.1	PRDM4
MA1648.1	TCF12(var.2)
MA1649.1	ZBTB12
MA1650.1	ZBTB14
MA1651.1	ZFP42
MA1652.1	ZKSCAN5
MA1653.1	ZNF148
MA1654.1	ZNF16
MA1655.1	ZNF341
MA1656.1	ZNF449
MA1657.1	ZNF652
MA1683.1	FOXA3
